Number of nodes 400 
   138 : -2.7189234e-02 -1.2678548e-02 
   139 : -3.3085784e-02 -1.0120145e-02 
   140 : -3.8301464e-02 -1.3110869e-02 
   141 : -2.9743346e-02 -3.9157857e-03 
   142 : -2.0273619e-02 -3.5114938e-02 
   143 : -1.7328172e-02 -3.0013274e-02 
   144 : -1.8262843e-02 -2.3800600e-02 
   145 : -1.9069366e-02 -2.2725985e-02 
   146 : -2.2725985e-02 -1.9069366e-02 
   147 : -2.5692087e-02 -1.4833333e-02 
   148 : -2.7877548e-02 -1.0146598e-02 
   149 : -2.9215963e-02 -5.1515626e-03 
   150 : -1.0418891e-02 -5.9088465e-02 
   151 :  1.0418891e-02 -5.9088465e-02 
   152 :  7.7963865e-03 -3.9725476e-02 
   153 :  7.7785891e-03 -3.3713202e-02 
   154 :  2.6146723e-03 -2.9885841e-02 
   155 : -2.6146723e-03 -2.9885841e-02 
   156 : -7.7785891e-03 -3.3713202e-02 
   157 : -7.7963865e-03 -3.9725476e-02 
   158 : -1.1480503e-02 -2.7716386e-02 
   159 :  2.0273619e-02 -3.5114938e-02 
   160 :  1.7328172e-02 -3.0013274e-02 
   161 :  1.1480503e-02 -2.7716386e-02 
   162 :  1.0146598e-02 -2.7877548e-02 
   163 :  5.1515626e-03 -2.9215963e-02 
   164 : -7.5157691e-11 -2.9666667e-02 
   165 : -5.1515627e-03 -2.9215963e-02 
   166 : -1.0146598e-02 -2.7877548e-02 
   167 :  4.5962667e-02 -3.8567257e-02 
   168 :  5.6381557e-02 -2.0521209e-02 
   169 :  3.8301464e-02 -1.3110869e-02 
   170 :  3.3085784e-02 -1.0120145e-02 
   171 :  2.7189234e-02 -1.2678548e-02 
   172 :  2.4574561e-02 -1.7207293e-02 
   173 :  2.5307195e-02 -2.3593057e-02 
   174 :  3.0505078e-02 -2.6614607e-02 
   175 :  1.8262843e-02 -2.3800600e-02 
   176 :  2.9743346e-02 -3.9157858e-03 
   177 :  2.9215963e-02 -5.1515626e-03 
   178 :  2.7877548e-02 -1.0146598e-02 
   179 :  2.5692087e-02 -1.4833333e-02 
   180 :  2.2725985e-02 -1.9069366e-02 
   181 :  1.9069366e-02 -2.2725985e-02 
   182 :  3.0000000e-03  5.1961524e-03 
   183 :  2.6319687e-02  1.2176784e-02 
   184 :  2.3855086e-02  1.6490447e-02 
   185 :  1.6705126e-02  2.3705248e-02 
   186 :  1.2176784e-02  2.6319687e-02 
   187 :  2.3536030e-03  2.8904334e-02 
   188 : -2.6144392e-03  2.8881910e-02 
   189 :  2.6308267e-02  1.2973801e-02 
   190 :  2.3271698e-02  1.7857002e-02 
   191 :  1.9340810e-02  2.2053968e-02 
   192 :  1.4666667e-02  2.5403412e-02 
   193 :  9.4288910e-03  2.7776618e-02 
   194 :  3.8287684e-03  2.9082383e-02 
   195 : -1.9184914e-03  2.9270529e-02 
   196 :  1.8537654e-02  1.6684931e-02 
   197 :  5.1807471e-03  2.4396545e-02 
   198 : -5.1961524e-03  3.0000000e-03 
   199 : -1.6684931e-02  1.8537654e-02 
   200 : -2.3705248e-02  1.6705126e-02 
   201 : -2.6319687e-02  1.2176784e-02 
   202 : -1.2176784e-02  2.6319687e-02 
   203 : -1.6490447e-02  2.3855086e-02 
   204 : -2.8904334e-02  2.3536030e-03 
   205 : -2.8881910e-02 -2.6144392e-03 
   206 : -1.2973801e-02  2.6308267e-02 
   207 : -1.7857002e-02  2.3271698e-02 
   208 : -2.2053968e-02  1.9340810e-02 
   209 : -2.5403412e-02  1.4666667e-02 
   210 : -2.7776618e-02  9.4288910e-03 
   211 : -2.9082383e-02  3.8287684e-03 
   212 : -2.9270529e-02 -1.9184914e-03 
   213 : -3.0000000e-03 -5.1961524e-03 
   214 : -1.8537654e-02 -1.6684931e-02 
   215 : -1.6705126e-02 -2.3705248e-02 
   216 : -1.2176784e-02 -2.6319687e-02 
   217 : -2.6319687e-02 -1.2176784e-02 
   218 : -2.3855086e-02 -1.6490447e-02 
   219 : -2.3536030e-03 -2.8904334e-02 
   220 :  2.6144392e-03 -2.8881910e-02 
   221 : -2.6308267e-02 -1.2973801e-02 
   222 : -2.3271698e-02 -1.7857002e-02 
   223 : -1.9340810e-02 -2.2053968e-02 
   224 : -1.4666667e-02 -2.5403412e-02 
   225 : -9.4288910e-03 -2.7776618e-02 
   226 : -3.8287684e-03 -2.9082383e-02 
   227 :  1.9184914e-03 -2.9270529e-02 
   228 :  5.1961524e-03 -3.0000000e-03 
   229 :  1.6684931e-02 -1.8537654e-02 
   230 :  2.3705248e-02 -1.6705126e-02 
   231 :  2.6319687e-02 -1.2176784e-02 
   232 :  1.2176784e-02 -2.6319687e-02 
   233 :  1.6490447e-02 -2.3855086e-02 
   234 :  2.8904334e-02 -2.3536030e-03 
   235 :  2.8881910e-02  2.6144392e-03 
   236 :  1.2973801e-02 -2.6308267e-02 
   237 :  1.7857002e-02 -2.3271698e-02 
   238 :  2.2053968e-02 -1.9340810e-02 
   239 :  2.5403412e-02 -1.4666667e-02 
   240 :  2.7776618e-02 -9.4288910e-03 
   241 :  2.9082383e-02 -3.8287684e-03 
   242 :  2.9270529e-02  1.9184914e-03 
   243 :  2.9803906e-02  1.7207293e-02 
   244 :  3.8466602e-02  2.0495688e-02 
   245 :  4.4567762e-02  2.5388607e-02 
   246 :  3.3874112e-02  1.4788651e-02 
   247 :  2.9742925e-02  2.1757066e-02 
   248 :  3.3913197e-02  2.3705372e-02 
   249 :  3.3160148e-02  1.9590814e-02 
   250 :  3.7601791e-02  4.5670878e-03 
   251 :  4.2088686e-02  3.6172135e-03 
   252 :  3.3290900e-02  6.3884589e-03 
   253 :  3.7252903e-02  8.8961989e-03 
   254 :  4.1774937e-02  8.8548932e-03 
   255 :  3.3083803e-02  3.0669639e-03 
   256 :  2.2756109e-02  3.0280562e-02 
   257 :  2.4176942e-02  3.4641265e-02 
   258 :  2.2178018e-02  2.5636536e-02 
   259 :  2.6330786e-02  2.7813861e-02 
   260 :  2.8556031e-02  3.1750710e-02 
   261 :  1.9197970e-02  2.7117932e-02 
   262 :  3.4018502e-11  3.4414586e-02 
   263 :  1.4835146e-03  4.3560898e-02 
   264 :  2.9670290e-04  5.1291118e-02 
   265 : -3.9707090e-03  3.6636662e-02 
   266 :  4.1297084e-03  3.6730167e-02 
   267 : -3.5728561e-03  4.1222376e-02 
   268 : -3.8606840e-04  3.8512938e-02 
   269 :  1.4845681e-02  3.4847650e-02 
   270 :  1.7911744e-02  3.8258478e-02 
   271 :  1.1112882e-02  3.2024995e-02 
   272 :  1.0922117e-02  3.6710060e-02 
   273 :  1.3218906e-02  4.0605603e-02 
   274 :  1.3885833e-02  3.0184896e-02 
   275 : -1.4663776e-02  3.3910171e-02 
   276 : -1.1082565e-02  3.1868748e-02 
   277 : -1.1090093e-02  3.6278238e-02 
   278 : -1.4273809e-02  3.8992820e-02 
   279 : -1.3903812e-02  2.9979876e-02 
   280 : -2.9803906e-02  1.7207293e-02 
   281 : -3.8466602e-02  2.0495688e-02 
   282 : -4.4567762e-02  2.5388607e-02 
   283 : -3.3874112e-02  1.4788651e-02 
   284 : -2.9742925e-02  2.1757066e-02 
   285 : -3.3913197e-02  2.3705372e-02 
   286 : -3.3160148e-02  1.9590814e-02 
   287 : -2.2035181e-02  2.9654288e-02 
   288 : -2.2057863e-02  2.5532157e-02 
   289 : -2.5872829e-02  2.7743422e-02 
   290 : -2.6631868e-02  3.1857892e-02 
   291 : -1.9011429e-02  2.7030992e-02 
   292 : -3.6698957e-02  4.2558829e-03 
   293 : -3.3140428e-02  6.3365914e-03 
   294 : -3.6962923e-02  8.5348167e-03 
   295 : -4.0905678e-02  7.1349285e-03 
   296 : -3.2915240e-02  2.9488840e-03 
   297 : -2.9803906e-02 -1.7207293e-02 
   298 : -3.6983087e-02 -2.3065211e-02 
   299 : -4.4271059e-02 -2.5902511e-02 
   300 : -2.9744403e-02 -2.1941516e-02 
   301 : -3.3713634e-02 -1.4879596e-02 
   302 : -3.7486053e-02 -1.7517004e-02 
   303 : -3.3546217e-02 -1.8922124e-02 
   304 : -3.6698957e-02 -4.2558829e-03 
   305 : -3.3140428e-02 -6.3365914e-03 
   306 : -3.6962923e-02 -8.5348167e-03 
   307 : -4.0905678e-02 -7.1349285e-03 
   308 : -3.2915240e-02 -2.9488840e-03 
   309 : -2.2035181e-02 -2.9654288e-02 
   310 : -2.2057863e-02 -2.5532157e-02 
   311 : -2.5872829e-02 -2.7743422e-02 
   312 : -2.6631868e-02 -3.1857892e-02 
   313 : -1.9011429e-02 -2.7030992e-02 
   314 : -2.8832487e-11 -3.4414586e-02 
   315 : -1.4835146e-03 -4.3560898e-02 
   316 : -2.9670289e-04 -5.1291118e-02 
   317 :  3.9707090e-03 -3.6636662e-02 
   318 : -4.1297084e-03 -3.6730167e-02 
   319 :  3.5728561e-03 -4.1222376e-02 
   320 :  3.8606840e-04 -3.8512938e-02 
   321 : -1.4663776e-02 -3.3910171e-02 
   322 : -1.1082565e-02 -3.1868748e-02 
   323 : -1.1090093e-02 -3.6278238e-02 
   324 : -1.4273809e-02 -3.8992820e-02 
   325 : -1.3903812e-02 -2.9979876e-02 
   326 :  1.4663776e-02 -3.3910171e-02 
   327 :  1.1082565e-02 -3.1868748e-02 
   328 :  1.1090093e-02 -3.6278238e-02 
   329 :  1.4273809e-02 -3.8992820e-02 
   330 :  1.3903812e-02 -2.9979876e-02 
   331 :  2.9803906e-02 -1.7207293e-02 
   332 :  3.8466602e-02 -2.0495688e-02 
   333 :  4.4567762e-02 -2.5388607e-02 
   334 :  3.3874112e-02 -1.4788651e-02 
   335 :  2.9742925e-02 -2.1757066e-02 
   336 :  3.3913197e-02 -2.3705372e-02 
   337 :  3.3160148e-02 -1.9590814e-02 
   338 :  2.2035181e-02 -2.9654288e-02 
   339 :  2.2057863e-02 -2.5532157e-02 
   340 :  2.5872829e-02 -2.7743422e-02 
   341 :  2.6631868e-02 -3.1857892e-02 
   342 :  1.9011429e-02 -2.7030992e-02 
   343 :  3.7601791e-02 -4.5670878e-03 
   344 :  4.2088686e-02 -3.6172135e-03 
   345 :  3.3290900e-02 -6.3884589e-03 
   346 :  3.7252903e-02 -8.8961989e-03 
   347 :  4.1774937e-02 -8.8548932e-03 
   348 :  3.3083803e-02 -3.0669639e-03 
   349 :  1.3847314e-02  1.6454638e-02 
   350 :  1.1096407e-02  1.1905402e-02 
   351 :  2.6502999e-03  1.0576659e-02 
   352 :  7.3264775e-03  2.0219445e-02 
   353 :  4.7599610e-03  1.5537836e-02 
   354 :  7.8704331e-03  7.4928800e-03 
   355 :  1.2198615e-02  2.1128621e-02 
   356 :  5.4324660e-04  1.4545247e-02 
   357 :  1.2579206e-02  7.8050136e-03 
   358 :  6.4711892e-03  1.1179478e-02 
   359 :  9.4500317e-03  1.6367935e-02 
   360 :  8.8270390e-03  2.4028552e-02 
   361 :  1.6395818e-02  1.9658716e-02 
   362 :  2.1984977e-02  1.1701587e-02 
   363 : -8.5861689e-04  2.4890342e-02 
   364 : -2.1176517e-02  1.2529619e-02 
   365 : -7.3021231e-03  7.3628065e-03 
   366 : -9.0112442e-03  4.5005667e-03 
   367 : -1.2122414e-02  9.4882184e-03 
   368 : -1.6497741e-02  1.3424540e-02 
   369 : -1.8049174e-02  8.3562745e-03 
   370 : -7.7176118e-03  1.2044741e-02 
   371 : -2.2690548e-02  8.5851545e-03 
   372 : -1.9737322e-02  1.6137814e-02 
   373 : -1.4020967e-02  3.0377147e-03 
   374 : -1.2015026e-02  2.1369908e-02 
   375 : -2.4590671e-02 -1.1099760e-04 
   376 : -1.2529619e-02 -2.1176517e-02 
   377 : -7.3628065e-03 -7.3021231e-03 
   378 : -4.5005667e-03 -9.0112442e-03 
   379 : -9.4882184e-03 -1.2122414e-02 
   380 : -1.3424540e-02 -1.6497741e-02 
   381 : -8.3562745e-03 -1.8049174e-02 
   382 : -1.2044741e-02 -7.7176118e-03 
   383 : -8.5851545e-03 -2.2690548e-02 
   384 : -1.6137814e-02 -1.9737322e-02 
   385 : -3.0377147e-03 -1.4020967e-02 
   386 : -2.1984977e-02 -1.1701587e-02 
   387 :  1.1099760e-04 -2.4590671e-02 
   388 :  2.1176517e-02 -1.2529619e-02 
   389 :  7.3021231e-03 -7.3628065e-03 
   390 :  9.0112442e-03 -4.5005667e-03 
   391 :  1.2122414e-02 -9.4882184e-03 
   392 :  1.6497741e-02 -1.3424540e-02 
   393 :  1.8049174e-02 -8.3562745e-03 
   394 :  7.7176118e-03 -1.2044741e-02 
   395 :  2.2690548e-02 -8.5851545e-03 
   396 :  1.9737322e-02 -1.6137814e-02 
   397 :  1.4020967e-02 -3.0377147e-03 
   398 :  1.2015026e-02 -2.1369908e-02 
   399 :  2.4590671e-02  1.1099760e-04 
Number of sub-domains 12 
     0 : Stator_core      : 168 
     1 : Coil_AP          : 36 
     2 : Coil_AN          : 36 
     3 : Coil_BP          : 36 
     4 : Coil_BN          : 34 
     5 : Coil_CP          : 34 
     6 : Coil_CN          : 36 
     7 : Stator_gap       : 78 
     8 : Rotor_core       : 127 
     9 : Rotor_air        : 53 
    10 : Rotor_gap        : 68 
    11 : Air_gap          : 68 
Number of triangles 774 
     0 :     90     10    245      0 
     1 :    244     10    248      0 
     2 :     86     93    246      0 
     3 :     95     87    247      0 
     4 :      5     93     86      0 
     5 :     87     95      6      0 
     6 :     87    243    247      0 
     7 :    243     86    246      0 
     8 :     10    244    245      0 
     9 :      9     89    245      0 
    10 :     94    244    246      0 
    11 :     94      9    244      0 
    12 :    246    244    249      0 
    13 :     87     86    243      0 
    14 :     10     96    248      0 
    15 :     93     94    246      0 
    16 :     96     95    247      0 
    17 :    244      9    245      0 
    18 :     96    247    248      0 
    19 :    247    243    249      0 
    20 :    243    246    249      0 
    21 :    248    247    249      0 
    22 :    244    248    249      0 
    23 :     89     90    245      0 
    24 :      8      2     89      0 
    25 :     90      3     11      0 
    26 :      8     89      9      0 
    27 :     10     90     11      0 
    28 :    100     14    264      0 
    29 :    263     14    267      0 
    30 :    104    105    266      0 
    31 :    102    103    265      0 
    32 :     15    103    102      0 
    33 :     16    105    104      0 
    34 :    262    104    266      0 
    35 :    103    262    265      0 
    36 :     14    263    264      0 
    37 :     17     99    264      0 
    38 :    106    263    266      0 
    39 :    106     17    263      0 
    40 :    266    263    268      0 
    41 :    103    104    262      0 
    42 :     14    101    267      0 
    43 :    101    102    265      0 
    44 :    105    106    266      0 
    45 :    263     17    264      0 
    46 :    101    265    267      0 
    47 :    265    262    268      0 
    48 :    262    266    268      0 
    49 :    267    265    268      0 
    50 :    263    267    268      0 
    51 :     99    100    264      0 
    52 :     11      3     99      0 
    53 :     11     99     17      0 
    54 :     13    100     12      0 
    55 :     13     14    100      0 
    56 :     25    116    282      0 
    57 :     25    281    285      0 
    58 :    119    120    283      0 
    59 :    121    122    284      0 
    60 :     23    120    119      0 
    61 :    121     24    122      0 
    62 :    280    121    284      0 
    63 :    120    280    283      0 
    64 :    281     25    282      0 
    65 :    117     22    282      0 
    66 :    281    118    283      0 
    67 :     22    118    281      0 
    68 :    281    283    286      0 
    69 :    120    121    280      0 
    70 :    123     25    285      0 
    71 :    118    119    283      0 
    72 :    122    123    284      0 
    73 :     22    281    282      0 
    74 :    284    123    285      0 
    75 :    280    284    286      0 
    76 :    283    280    286      0 
    77 :    284    285    286      0 
    78 :    285    281    286      0 
    79 :    116    117    282      0 
    80 :    116     13     12      0 
    81 :     25     13    116      0 
    82 :     21    117     20      0 
    83 :     21     22    117      0 
    84 :     33    133    299      0 
    85 :     33    298    302      0 
    86 :    136    137    300      0 
    87 :    138    139    301      0 
    88 :    136     31    137      0 
    89 :    138     32    139      0 
    90 :    297    138    301      0 
    91 :    137    297    300      0 
    92 :    298     33    299      0 
    93 :    134     30    299      0 
    94 :    298    135    300      0 
    95 :     30    135    298      0 
    96 :    298    300    303      0 
    97 :    137    138    297      0 
    98 :    140     33    302      0 
    99 :    135    136    300      0 
   100 :    139    140    301      0 
   101 :     30    298    299      0 
   102 :    301    140    302      0 
   103 :    297    301    303      0 
   104 :    300    297    303      0 
   105 :    301    302    303      0 
   106 :    302    298    303      0 
   107 :    133    134    299      0 
   108 :    133     21     20      0 
   109 :    133     33     21      0 
   110 :     28     29    134      0 
   111 :     29     30    134      0 
   112 :    151     38    316      0 
   113 :    315     38    319      0 
   114 :    153    154    317      0 
   115 :    155    156    318      0 
   116 :    153     39    154      0 
   117 :    156    155     40      0 
   118 :    314    155    318      0 
   119 :    154    314    317      0 
   120 :     38    315    316      0 
   121 :     41    150    316      0 
   122 :    157    315    318      0 
   123 :    157     41    315      0 
   124 :    318    315    320      0 
   125 :    154    155    314      0 
   126 :     38    152    319      0 
   127 :    152    153    317      0 
   128 :    156    157    318      0 
   129 :    315     41    316      0 
   130 :    152    317    319      0 
   131 :    317    314    320      0 
   132 :    314    318    320      0 
   133 :    319    317    320      0 
   134 :    315    319    320      0 
   135 :    150    151    316      0 
   136 :    150     29     28      0 
   137 :    150     41     29      0 
   138 :    151     36     37      0 
   139 :    151     37     38      0 
   140 :     47    167    333      0 
   141 :     47    332    336      0 
   142 :    170    171    334      0 
   143 :    172    173    335      0 
   144 :    171    170     45      0 
   145 :    173    172     46      0 
   146 :    331    172    335      0 
   147 :    171    331    334      0 
   148 :    332     47    333      0 
   149 :    168     44    333      0 
   150 :    332    169    334      0 
   151 :     44    169    332      0 
   152 :    332    334    337      0 
   153 :    171    172    331      0 
   154 :    174     47    336      0 
   155 :    169    170    334      0 
   156 :    173    174    335      0 
   157 :     44    332    333      0 
   158 :    335    174    336      0 
   159 :    331    335    337      0 
   160 :    334    331    337      0 
   161 :    335    336    337      0 
   162 :    336    332    337      0 
   163 :    167    168    333      0 
   164 :    168      2      8      0 
   165 :    168      8     44      0 
   166 :     36    167     37      0 
   167 :     37    167     47      0 
   168 :     91     92    250      1 
   169 :    253    250    254      1 
   170 :    250    252    255      1 
   171 :    252    250    253      1 
   172 :     91    250    255      1 
   173 :      4     91    255      1 
   174 :     85      4    255      1 
   175 :      9     94    254      1 
   176 :     94     93    253      1 
   177 :     93      5    252      1 
   178 :     93    252    253      1 
   179 :     92      8    251      1 
   180 :    250    251    254      1 
   181 :      5     85    252      1 
   182 :    250     92    251      1 
   183 :    252     85    255      1 
   184 :     94    253    254      1 
   185 :    251      8    254      1 
   186 :      8      9    254      1 
   187 :    140    307     33      1 
   188 :     21    307    125      1 
   189 :    125    304    126      1 
   190 :    125    307    304      1 
   191 :    306    307    140      1 
   192 :    305    308    304      1 
   193 :    304    306    305      1 
   194 :    304    308    126      1 
   195 :    126    308     26      1 
   196 :     26    308    141      1 
   197 :    139    306    140      1 
   198 :     32    305    139      1 
   199 :    305    306    139      1 
   200 :    141    305     32      1 
   201 :    304    307    306      1 
   202 :    141    308    305      1 
   203 :     33    307     21      1 
   204 :     97    256     98      2 
   205 :    259    260    256      2 
   206 :    256    261    258      2 
   207 :    258    259    256      2 
   208 :     97    261    256      2 
   209 :      7    261     97      2 
   210 :     88    261      7      2 
   211 :     10    260     96      2 
   212 :     96    259     95      2 
   213 :     95    258      6      2 
   214 :     95    259    258      2 
   215 :     98    257     11      2 
   216 :    256    260    257      2 
   217 :      6    258     88      2 
   218 :    256    257     98      2 
   219 :    258    261     88      2 
   220 :     96    260    259      2 
   221 :    257    260     11      2 
   222 :     11    260     10      2 
   223 :    135     30    312      2 
   224 :     29    142    312      2 
   225 :    142    143    309      2 
   226 :    142    309    312      2 
   227 :    311    135    312      2 
   228 :    310    309    313      2 
   229 :    309    310    311      2 
   230 :    309    143    313      2 
   231 :    143     34    313      2 
   232 :     34    144    313      2 
   233 :    136    135    311      2 
   234 :     31    136    310      2 
   235 :    310    136    311      2 
   236 :    144     31    310      2 
   237 :    309    311    312      2 
   238 :    144    310    313      2 
   239 :     30     29    312      2 
   240 :     97     98    269      3 
   241 :    272    269    273      3 
   242 :    269    271    274      3 
   243 :    271    269    272      3 
   244 :     97    269    274      3 
   245 :      7     97    274      3 
   246 :    107      7    274      3 
   247 :     17    106    273      3 
   248 :    106    105    272      3 
   249 :    105     16    271      3 
   250 :    105    271    272      3 
   251 :     98     11    270      3 
   252 :    269    270    273      3 
   253 :     16    107    271      3 
   254 :    269     98    270      3 
   255 :    271    107    274      3 
   256 :    106    272    273      3 
   257 :    270     11    273      3 
   258 :     11     17    273      3 
   259 :    157    324     41      3 
   260 :     29    324    142      3 
   261 :    142    321    143      3 
   262 :    142    324    321      3 
   263 :    323    324    157      3 
   264 :    322    325    321      3 
   265 :    321    323    322      3 
   266 :    321    325    143      3 
   267 :    143    325     34      3 
   268 :     34    325    158      3 
   269 :    156    323    157      3 
   270 :     40    322    156      3 
   271 :    322    323    156      3 
   272 :    158    322     40      3 
   273 :    321    324    323      3 
   274 :    158    325    322      3 
   275 :     41    324     29      3 
   276 :    101     14    278      4 
   277 :     13    108    278      4 
   278 :    108    109    275      4 
   279 :    108    275    278      4 
   280 :    277    101    278      4 
   281 :    276    275    279      4 
   282 :    275    276    277      4 
